business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
UnAvkWNib0F3lHtMwikt8Q,Poke It Up,160 N Gulph Rd,King of Prussia,PA,19406,40.0878835726,-75.3933076031,5.0,49,1,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'None', 'BikeParking': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DogsAllowed': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True'}","Food, Hawaiian, Restaurants, Bubble Tea, Poke, Salad","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
kXfVql_wkaS7agu6gpzEkw,Bubble Tea Station Cafe,"1495 E Prater Way, Ste 111",Sparks,NV,89434,39.5415389047,-119.7162550094,4.0,151,1,"{'DogsAllowed': 'False', 'Caters': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'None', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Coffee & Tea, Restaurants, Food, Bubble Tea, Desserts, Creperies","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-19:0'}"
EHNtEYL9GXsv1sbKChMMWw,Stix Asian Eatery,1225 Fitzwater St,Philadelphia,PA,19147,39.9416094,-75.1631687,4.0,18,0,"{'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Korean, Restaurants, Asian Fusion, Chinese, Sandwiches, Salad, Food, Bubble Tea",
KLBWUdr0nrrK2mPBj0qg_A,Wishing Town Bakery Cafe,701 David Dr,Metairie,LA,70003,29.9830682,-90.21225,4.5,56,0,"{'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Restaurants, Bubble Tea, Patisserie/Cake Shop, Cafeteria, Coffee & Tea, Food, Cafes, Bakeries, Breakfast & Brunch",{'Monday': '0:0-0:0'}
rVT63ENrSAsx3Nwk3ofMbg,Supreme Kreme,2309 B 8th Ave S,Nashville,TN,37204,36.127448,-86.7778715,3.5,67,0,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'no'""}","Ice Cream & Frozen Yogurt, Desserts, Bubble Tea, Food","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-18:0'}"
Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,503 State St,Santa Barbara,CA,93101,34.416504,-119.6956177,3.0,253,1,"{'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True'}","Bubble Tea, Restaurants, Food, Asian Fusion, Vegan, Acai Bowls","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-21:0'}"
A4HxaMk6EZlieG7jr6FB3w,HaoTea,"2825 Cottman Ave, Unit 3",Philadelphia,PA,19149,40.0436742233,-75.0521555704,3.0,9,1,{'RestaurantsDelivery': 'None'},"Bubble Tea, Coffee & Tea, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
2RtyOlU9mwyVisvgOECaDA,Uniboil,"5599 Hollister Ave, Unit C",Goleta,CA,93117,34.4354208,-119.8203772,4.0,209,1,"{'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""'none'"", 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Corkage': 'False', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BYOB': 'True', 'WiFi': ""u'free'"", 'HasTV': 'False', 'ByAppointmentOnly': 'False'}","Food, Bubble Tea, Chinese, Restaurants, Asian Fusion, Hot Pot","{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:30'}"
wJPK_kvtnlbcY6JExUxngg,Mad Hatters Kava Bar,4685 28th St N,Saint Petersburg,FL,33714,27.8144606,-82.6710014,4.0,141,1,"{'Music': ""{'jukebox': True}"", 'WiFi': ""'free'"", 'HappyHour': 'False', 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Smoking': ""u'outdoor'"", 'GoodForDancing': 'False', 'BusinessAcceptsBitcoin': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'DogsAllowed': 'True', 'GoodForKids': 'False', 'BYOB': 'False', 'BikeParking': 'False'}","Food, Juice Bars & Smoothies, Tea Rooms, Nightlife, Bars, Lounges, Hookah Bars, Bubble Tea, Kombucha, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
pCxSjSpNUh4ry3dBWPEvmw,Teacup2go,2960 Ellwood Drive SW,Edmonton,AB,T6X 0A9,53.4299478,-113.4787583,4.5,17,1,"{'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True'}","Cafes, Restaurants, Hot Dogs, Food, Bubble Tea, Juice Bars & Smoothies, Japanese","{'Monday': '12:0-19:30', 'Tuesday': '12:0-19:30', 'Wednesday': '12:0-19:30', 'Thursday': '12:0-19:30', 'Friday': '12:0-19:30', 'Saturday': '12:0-19:30'}"
1pd4VYTww1UWDVai2r2RKg,805 Boba,213 Paseo Nuevo,Santa Barbara,CA,93101,34.4189482,-119.69974,3.0,248,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Bubble Tea, Juice Bars & Smoothies, Food","{'Monday': '12:0-19:0', 'Tuesday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}"
Mhqq0BaP2CinaPiZCYWVOw,Kung Fu Tea,2222 Cottman Ave,Philadelphia,PA,19149,40.0485579811,-75.0619283618,3.0,88,1,"{'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'DriveThru': 'False'}","Food, Bubble Tea, Coffee & Tea, Juice Bars & Smoothies","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
C3W3tf6R91zLIlvF64Fleg,Kung Fu Tea,8 E State St,Media,PA,19063,39.9177394,-75.3890819,4.0,31,1,"{'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'""}","Food, Juice Bars & Smoothies, Coffee & Tea, Bubble Tea","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:0'}"
kqt8O-XxMkE6ga42IPa7sA,SUSHI KOI,4 N Euclid Ave,St Louis,MO,63108,38.640566,-90.2619911,4.5,186,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'CoatCheck': 'False', 'WiFi': ""u'free'"", 'HasTV': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Smoking': ""u'outdoor'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}","Japanese, Sushi Bars, Bars, Food, Restaurants, Bubble Tea, Cocktail Bars, Nightlife","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30'}"
Ku1tYMgJtiURXFR_1dTtsA,Keva Juice,5102 Meadowood Mall Cir,Reno,NV,89502,39.4741529,-119.783067,3.0,47,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Food, Pretzels, Bubble Tea, Juice Bars & Smoothies","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
nrlYIT438hkDub2ifE8DHg,Mr Wish,132 Christiana Mall,Newark,DE,19702,39.678572,-75.652164,4.5,21,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Food, Restaurants, Bubble Tea, Cafes, Juice Bars & Smoothies","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-18:0'}"
8W4w1sXXDER5ujjE-cuOFg,Teapioca Lounge,"1200 Welsh Rd, Ste M",North Wales,PA,19454,40.2287450148,-75.2576291061,4.5,111,1,"{'WiFi': ""u'free'"", 'HappyHour': 'False', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'Caters': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Juice Bars & Smoothies, Food, Bubble Tea, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
A2slwG21Uulatt357w58PA,Mojo Asian Fusion Café,"6530 Seville Rd, Ste 103",Isla Vista,CA,93117,34.4119983,-119.8548964,4.0,98,1,"{'BikeParking': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'BYOB': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'OutdoorSeating': 'None', 'WheelchairAccessible': 'True'}","Comfort Food, Bubble Tea, Restaurants, Tea Rooms, Asian Fusion, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '13:0-18:0', 'Saturday': '13:0-18:0', 'Sunday': '12:0-21:0'}"
Xvkcj5GbKhQnPhhpheTpfQ,Heeretea,11116 82 Avenue North West,Edmonton,AB,T6G 2L8,53.5183378,-113.5188985,4.0,18,1,"{'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '1'}","Bubble Tea, Food","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
7Ljrtr65Q7-uX2Nl4I_7Iw,Tea Magic,123 N 10th St,Philadelphia,PA,19107,39.9540079581,-75.1560426391,3.0,49,0,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Bubble Tea, Coffee & Tea, Food, Chinese, Shanghainese, Tea Rooms","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
15lTva4TjdKvCoer9JMKSg,Co-Cool Smoothies and Bubble Tea,160 N Gulph Rd,King of Prussia,PA,19406,40.088743535,-75.392147,3.0,10,1,,"Bubble Tea, Juice Bars & Smoothies, Food","{'Monday': '10:30-20:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-18:0'}"
uoSVzMnVEv4N6dd6KRqDGQ,Mr.Wish Tea - New Hope,32 S Main St,New Hope,PA,18938,40.3636448,-74.9508796,3.5,7,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True'}","Bubble Tea, Juice Bars & Smoothies, Food, Tea Rooms","{'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-19:0'}"
byNqaBLF4ozNbn2i9J3bWQ,Poké-Man,3737 Chestnut St,Philadelphia,PA,19104,39.9553689232,-75.198020339,3.5,135,1,"{'Caters': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}""}","Poke, Food, Bubble Tea","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
CHzgAFs3h9LGWYo_wIMiGg,Dim Sum Court,236 Bridge St,Phoenixville,PA,19460,40.1337012924,-75.5175911862,4.0,20,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True'}","Restaurants, Chinese, Dim Sum, Bubble Tea, Food, Seafood","{'Monday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}"
K4WSzNnXbOyjTnPXNNM_9g,Tbaar,4321 Main St,Philadelphia,PA,19127,40.0253066,-75.2226663,4.0,28,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': None}"", 'BusinessAcceptsCreditCards': 'True'}","Bubble Tea, Food, Juice Bars & Smoothies, Desserts","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
JfXYFsOEElqn5ukwDBml6Q,Phresh Teas  - IV location,"901 Embarcadero Del Mar, Unit 104",Isla Vista,CA,93117,34.41289,-119.85728,3.0,10,1,"{'WiFi': ""u'free'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True'}","Coffee & Tea, Bubble Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
YO8x2eqolBivUqck7aatSA,Oishii Ramen,312 Rowan Blvd,Glassboro,NJ,08028,39.7065713,-75.1140973182,4.5,30,1,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'DogsAllowed': 'True', 'Corkage': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'BYOB': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True'}","Food, Bubble Tea, Restaurants, Ramen, Japanese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
H1FXzbmnMPXRfOrTo1qxKw,Kung Fu Tea,1129 Old York Rd,Abington,PA,19001,40.115446,-75.1209932,4.0,58,1,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'Caters': 'True'}","Specialty Food, Macarons, Coffee & Tea, Juice Bars & Smoothies, Bubble Tea, Food","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
27aORpwVDxyBA-E2ysOQ6Q,Token Ramen & Kung Fu Tea,"2000 Piazza Ave, Ste150",Wesley Chapel,FL,33543,28.1877915198,-82.348688273,4.0,35,1,{'RestaurantsPriceRange2': '2'},"Restaurants, Asian Fusion, Food, Bubble Tea, Ramen, Japanese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-19:45', 'Thursday': '11:0-22:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
